Open Price,Low Price,High Price,Close Price,Change Amount,Change Percent,Gregorian Date,Persian Date
33910,33910,34200,33930,84,0.25%,2015/09/26,1394/07/04
33934,33422,34375,33846,4,0.01%,2015/09/22,1394/06/31
34020,33880,34080,33880,160,0.47%,2015/09/21,1394/06/30
33820,33720,33820,33720,110,0.33%,2015/09/20,1394/06/29
34020,33830,34040,33830,20,0.06%,2015/09/19,1394/06/28
33987,33261,34371,33850,-,-,2015/09/16,1394/06/25
34510,33930,34510,33930,20,0.06%,2015/09/15,1394/06/24
34340,33950,34920,33950,250,0.74%,2015/09/14,1394/06/23
34130,34130,34750,34200,220,0.65%,2015/09/13,1394/06/22
34040,33980,34560,33980,104,0.31%,2015/09/12,1394/06/21
34364,33361,34752,33876,26,0.08%,2015/09/09,1394/06/18
34220,33830,34320,33850,20,0.06%,2015/09/08,1394/06/17
34150,33830,34370,33830,60,0.18%,2015/09/07,1394/06/16
34220,33890,34270,33890,80,0.24%,2015/09/06,1394/06/15
33920,33920,34270,33970,134,0.4%,2015/09/05,1394/06/14
34053,33254,34253,33836,14,0.04%,2015/09/02,1394/06/11
34160,33980,34160,33980,20,0.06%,2015/09/01,1394/06/10
34030,33960,34120,34000,230,0.68%,2015/08/31,1394/06/09
34020,33770,34100,33770,100,0.3%,2015/08/30,1394/06/08
33780,33670,33890,33670,112,0.33%,2015/08/29,1394/06/07
33764,33131,33946,33558,8,0.02%,2015/08/26,1394/06/04
33860,33630,34070,33630,20,0.06%,2015/08/25,1394/06/03
33730,33580,33810,33650,100,0.3%,2015/08/24,1394/06/02
33680,33550,33760,33550,50,0.15%,2015/08/23,1394/06/01
33660,33500,33720,33500,18,0.05%,2015/08/22,1394/05/31
33533,32849,34227,33482,8,0.02%,2015/08/19,1394/05/28
33590,33460,33620,33460,90,0.27%,2015/08/18,1394/05/27
33450,33450,33710,33550,140,0.42%,2015/08/17,1394/05/26
33480,33410,33580,33410,-,-,2015/08/16,1394/05/25
33410,33390,33470,33410,18,0.05%,2015/08/15,1394/05/24
33592,33177,33985,33428,22,0.07%,2015/08/12,1394/05/21
33429,32887,33907,33375,15,0.04%,2015/08/09,1394/05/18
33500,33300,33510,33390,14,0.04%,2015/08/08,1394/05/17
33346,32649,33960,33376,126,0.38%,2015/08/05,1394/05/14
33250,33250,33320,33270,30,0.09%,2015/08/04,1394/05/13
33250,33220,33330,33240,80,0.24%,2015/08/03,1394/05/12
33200,33130,33220,33160,10,0.03%,2015/08/02,1394/05/11
33220,33120,33270,33150,50,0.15%,2015/08/01,1394/05/10
33000,32300,33200,33100,100,0.3%,2015/07/29,1394/05/07
33080,32990,33100,33030,50,0.15%,2015/07/28,1394/05/06
33030,32980,33090,32980,80,0.24%,2015/07/27,1394/05/05
32990,32860,33000,32900,50,0.15%,2015/07/26,1394/05/04
33030,32570,33180,32950,465,1.43%,2015/07/25,1394/05/03
32703,31994,33144,32485,105,0.32%,2015/07/22,1394/04/31
32530,32380,32620,32390,40,0.12%,2015/07/21,1394/04/30
32250,32200,32420,32350,50,0.15%,2015/07/20,1394/04/29
32380,31670,32920,32300,-,-,2015/07/15,1394/04/24
32350,32180,32620,32180,20,0.06%,2015/07/14,1394/04/23
32050,31780,32170,32160,20,0.06%,2015/07/13,1394/04/22
32270,32120,32270,32140,360,1.12%,2015/07/12,1394/04/21
32580,32450,32590,32500,120,0.37%,2015/07/11,1394/04/20
32473,31793,33138,32380,69,0.21%,2015/07/08,1394/04/17
32542,31903,32958,32449,31,0.1%,2015/07/06,1394/04/15
32970,32700,32970,32720,230,0.7%,2015/07/05,1394/04/14
33130,32900,33130,32950,25,0.08%,2015/07/04,1394/04/13
33031,32707,33549,32975,25,0.08%,2015/07/01,1394/04/10
33230,33090,33330,33090,100,0.3%,2015/06/30,1394/04/09
32980,32870,33110,32990,10,0.03%,2015/06/29,1394/04/08
33170,33000,33330,33000,-,-,2015/06/28,1394/04/07
33080,33000,33380,33000,36,0.11%,2015/06/27,1394/04/06
32860,32268,33382,32964,214,0.65%,2015/06/24,1394/04/03
32680,32660,32850,32750,90,0.28%,2015/06/23,1394/04/02
32630,32580,32660,32660,40,0.12%,2015/06/22,1394/04/01
32650,32600,32670,32620,100,0.31%,2015/06/21,1394/03/31
32730,32680,32770,32720,56,0.17%,2015/06/20,1394/03/30
32823,32405,33236,32776,4,0.01%,2015/06/17,1394/03/27
32860,32820,32920,32850,-,-,2015/06/16,1394/03/26
32750,32690,32850,32850,30,0.09%,2015/06/15,1394/03/25
32910,32820,32910,32820,100,0.3%,2015/06/14,1394/03/24
33020,32920,33020,32920,130,0.39%,2015/06/13,1394/03/23
33100,32438,33699,33050,-,-,2015/06/10,1394/03/20
33120,33080,33170,33080,-,-,2015/06/09,1394/03/19
33110,33080,33160,33080,20,0.06%,2015/06/08,1394/03/18
33140,33100,33160,33100,20,0.06%,2015/06/07,1394/03/17
33130,33070,33130,33080,47,0.14%,2015/06/06,1394/03/16
33171,32606,33370,33127,3,0.01%,2015/06/01,1394/03/11
33200,33100,33210,33130,60,0.18%,2015/05/31,1394/03/10
33200,33160,33320,33190,174,0.53%,2015/05/30,1394/03/09
33100,32834,33278,33016,36,0.11%,2015/05/27,1394/03/06
33070,33000,33150,33000,-,-,2015/05/26,1394/03/05
33110,33000,33150,33000,70,0.21%,2015/05/25,1394/03/04
33070,32930,33130,32930,20,0.06%,2015/05/24,1394/03/03
33000,32950,33050,32950,63,0.19%,2015/05/23,1394/03/02
32951,32439,33264,32887,37,0.11%,2015/05/20,1394/02/30
32990,32770,33020,32830,150,0.46%,2015/05/19,1394/02/29
33060,32980,33080,32980,90,0.27%,2015/05/18,1394/02/28
33040,33040,33080,33070,120,0.36%,2015/05/17,1394/02/27
33190,33190,33190,33190,10,0.03%,2015/05/14,1394/02/24
33180,33170,33200,33200,10,0.03%,2015/05/13,1394/02/23
33180,33150,33270,33190,30,0.09%,2015/05/12,1394/02/22
33120,33070,33170,33160,-,-,2015/05/11,1394/02/21
33170,33110,33190,33160,20,0.06%,2015/05/10,1394/02/20
33220,33140,33220,33180,120,0.36%,2015/05/09,1394/02/19
33300,33300,33300,33300,10,0.03%,2015/05/07,1394/02/17
33310,33280,33320,33290,10,0.03%,2015/05/06,1394/02/16
33250,33190,33320,33300,30,0.09%,2015/05/05,1394/02/15
33230,33170,33270,33270,20,0.06%,2015/05/04,1394/02/14
33400,33250,33400,33250,140,0.42%,2015/05/03,1394/02/13
33400,33390,33400,33390,-,-,2015/04/30,1394/02/10
33370,33330,33400,33390,30,0.09%,2015/04/29,1394/02/09
33390,33340,33410,33360,20,0.06%,2015/04/28,1394/02/08
33360,33310,33390,33380,30,0.09%,2015/04/27,1394/02/07
33340,33340,33430,33350,50,0.15%,2015/04/26,1394/02/06
33200,33190,33350,33300,30,0.09%,2015/04/25,1394/02/05
33340,33330,33340,33330,-,-,2015/04/23,1394/02/03
33370,33310,33390,33330,30,0.09%,2015/04/22,1394/02/02
33380,33310,33390,33360,30,0.09%,2015/04/21,1394/02/01
33400,33370,33450,33390,-,-,2015/04/20,1394/01/31
33450,33350,33450,33390,-,-,2015/04/19,1394/01/30
33340,33310,33440,33390,30,0.09%,2015/04/18,1394/01/29
33490,33420,33490,33420,60,0.18%,2015/04/16,1394/01/27
33590,33450,33620,33480,100,0.3%,2015/04/15,1394/01/26
33440,33440,33710,33580,130,0.39%,2015/04/14,1394/01/25
33480,33270,33530,33450,70,0.21%,2015/04/13,1394/01/24
33420,33340,33580,33380,10,0.03%,2015/04/12,1394/01/23
33570,33390,33850,33390,10,0.03%,2015/04/11,1394/01/22
32910,32270,33580,33400,500,1.52%,2015/04/08,1394/01/19
33170,32930,33330,32930,210,0.64%,2015/04/07,1394/01/18
32840,32840,33170,33140,280,0.85%,2015/04/06,1394/01/17
32820,32600,32890,32860,20,0.06%,2015/04/05,1394/01/16
32760,32670,32990,32840,460,1.4%,2015/04/04,1394/01/15
